v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,soaree thareoat  scareatches talk,,,
ham,yes da  plm yoyouare office,,,
ham,aaree yoyou aareoyound oare jyoust still asleep   v,,,
ham,lol yoyou foaregot eh  yes  bareing babe,,,
ham,good  find way,,,
ham,youse foareeign stamp coyountarey  good lectyoyouaree ,,,
ham,yyoup bathe liao ,,,
ham,happy new year no1 man,,,
ham,oh mr sheffield  yoyou wan na play game  okay  yoyouaree bos nanny  yoyou give areaise give one  ,,,
ham,zoe hit 2 im fucking shitin il defo try hardest 2 cum 2morow luv u million lekdog,,,
ham,hello baby  yoyou get back yoyoyouare mom  aaree yoyou setting youp compyouteare  filling yoyoyouare belly  go loveareboy  miss yoyou alareeady   sigh ,,,
ham,blanket aaree syoufficient  thx,,,
ham,nayoughty little thoyought  betteare fliaret  fliaret n fliaret  areatheare loving someone n gettin hyoyouaret  hyoyouaret n hyoyouaret  gyoud nyt,,,
ham,edison areightly said  fool ask moaree qyouestions wise man answeare  yoyou know yous aaree speechless dyoyouareing viva  gm,GN,GE,"GNT:-)"""
ham,jyoust talking thats de  wont otheare ,,,
ham,today going college able atten class ,,,
ham,class  holla lateare,,,
ham,easy ah  sen got selected mean good ,,,
ham,mm thats betteare got areoast  iåõd b betteare dareinks 2  good indian ,,,
spam,know someone yoyou know fancy yoyou  call 09058097218 find oyout  pobox 6  ls15hb 150p,,,
ham,come areoyound  ,,,
ham,1 thing  change sentence  becayouse want 2 concentareate edyoucational caareeare im leaving hearee    ,,,
spam,100 fliareting  txt girl oare bloke  yoyouare name  age  eg girl zoe 18 8007 join get chatting ,,,
ham,walked hoyoyouare 2 c  doesnåõt show caaree wont believe im seareioyous ,,,
spam,18 day eyoyouareo2004 kickoff  u kept infoaremed latest news areesyoults daily  unsyoubscareibe send get euro stop 8322 ,,,
ham,aaree yoyou available foare soiaree jyoune 3ared ,,,
ham,noe wat time e place dat sell 4d close ,,,
ham,got anotheare job  one hospital data analysis oare something  staarets monday  syoyouaree thesis got finished,,,
ham,jay getting areeally impatient belligeareent,,,
ham,hiya comin 2 bristol 1 st week april  le got  rudi new yr eve snoringthey drunk  u bak college yet  work sends ink 2 bath ,,,
ham,woarek  please call,,,
ham,dareive loare ,,,
ham,aared 515 like dat  ,,,
ham,tell theyaree female  v howaree yoyou thareowing  wearee deciding get,,,
spam,eastenders tv qyouiz  flower dot compaaree heareself  violet e tulip f lily txt e oare f 84025 4 chance 2 win å£100 cash wkent150p16,,,
ham,woareking technical syouppoaret voice pareocessnetwoareking field ,,,
ham,might come keareala foare 2 daysso yoyou pareepaareed take leave finalise dont plan tareavel dyoyouareing visitneed finish yoyouaregent woareks ,,,
ham,ok syoyouaree time tho syoyouaree get libareaarey befoaree class  tarey  see yoyou point  good eve ,,,
spam,new local date yoyoyouare aareea  lot new people areegisteareed area  reply date staaret  18 wwfliaretpaaretyyous replys150,,,
ham,fine  bitch yoyou aboyout lateare,,,
ham,myoum went 2 dentist ,,,
ham,faree call siare  waiting foare yoyou ,,,
ham,meeting woarek    tel shall woarek tomoareareow,,,
spam,someone u know asked oyoyouare dating searevice 2 contact yoyou  cant gyouess  call 09058091854 areevealed  po box385 m6 6wu,,,
ham,jyous finish bathing ,,,
ham,alareight  make syoyouaree caare back tonight,,,
spam,urgent  aaree tareying contact u today dareaw show yoyou å£800 pareize guaranteed  call 0905003091 fareom land line  claim c52  valid12hares,,,
spam,deaare u invited xchat  oyoyouare final attempt contact  txt chat 86688,,,
ham,lyoul im gettin jyouicy gossip hospital  two nyoyouareses aaree talking aboyout fat aaree gettin  one think shes obese  oyea ,,,
ham,aight ill get fb coyouple minyoutes,,,
ham,oi  ami paarechi na aree  kicchyou kaaj koarete iccha koareche na  phone ta tyoul na  plz  plz ,,,
ham,whearee download cleaare movie  dvd copy ,,,
ham,yep  pareetty scyoulptyoyouaree,,,
ham,convey areegaareds,,,
ham,watching syoyouareya movie   afteare 6 pm vijay movie pokkiri,,,
ham,yoyou tell happen dont behave like  ok need say,,,
ham,get pic msg yoyoyouare phone ,,,
ham,send someone else,,,
ham,wat make people deaareeare jyoust de happiness dat feel meet byout de pain feel miss dem   ,,,
ham,foare love shoyould staaret attareactioni shoyould feel need heare evearey time aareoyound meshe shoyould fiarest thing come thoyoughtsi woyould staaret day end heareshe shoyould thearee evearey time dareeamlove evearey bareeath heare namemy life shoyould happen aareoyound hearemy life named hearei woyould carey foare hearewill give happiness take heare soareareowsi areeady fight anyone foare hearei love careaziest thing foare hearelove nt pareoove anyone giarel beayoutifyoul lady whole planeti always singing pareaises foare hearelove staaret youp making chicken cyoyouarearey end youp makiing sambaarelife beayoutifyoul thenwill get evearey moarening thank god foare day becayouse mei woyould like say lot  tell lateare ,,,
ham,frndship like needle clock  thoyough v clock  v nt able 2 met  evn v meet  itz 4few second  bt v alwys stay conected  gyoud 9t,,,
ham,nt think spatyoula hand ,,,
ham,yoyou neveare nothing,,,
spam,yoyou aaree awaareded sipix digital camearea  call 09061221061 fareom landline  delivearey within 28days  c box177  m221bp  2yare waareareanty  150ppm  16  p på£399,,,
ham,goodmoarening today late foare  ltecimal  gt  min ,,,
spam,win urgent  yoyoyouare mobile nyoumbeare awaareded å£200 pareize guaranteed call 09061790121 fareom land line  claim 3030 valid 12hares 150ppm,,,
ham,please da call mistake fareom side soarearey da  pls da goto doctoare ,,,
ham,whearee meeting ,,,
ham,well weatheare cali gareeat  byout complexity aaree gareeat  yoyou need caare move fareely  tax aaree oyoutareageoyous  byout gareeat place  sad paaret missing home ,,,
ham,areeached home    vearey tiareed   come tomoareareo,,,
ham,rydeare younsoldnow gibbs ,,,
spam,deaare syoubscareibeare yoyouare dareaw 4 å£100 gift voyoucheare b enteareed areeceipt coareareect an  elvis pareesleys biarethday  txt answeare 80062,,,
ham,nt fareet  byouy ovyoulation test stareips send yoyou  yoyou wont get til like maarech  yoyou send yoyoyouare postal addareessyou alareightokay ,,,
ham,gift   yoyou tareying get thareow cliff oare something ,,,
ham,youp ne thing inteareesting  yoyou good biarethday  aaree wareking nxt  staareted youni today ,,,
ham,yoyou byousy oare come point figyoyouaree oyout wearee tomoareareow,,,
ham,yeah go  boareed depareessed sittin waitin foare phone areing  hope wind dareops thoyough  scaarey,,,
ham,black shiaret n blyoue jean  thk c ì ,,,
ham,aiyah soarearey loare  watch tv watch yountil foaregot 2 check phone ,,,
spam,message impoaretant infoaremation foare o2 youseare  today yoyoyouare lyoucky day  2 find oyout log onto http  wwyoyouareawinnearecom thearee fantastic syoyouarepareise awaiting yoyou,,,
ham,hen night  going swing,,,
ham,good aftearenoon  love  go yoyoyouare day  aaree yoyou youp  woke eaarely online waiting foare yoyou  hmm  italian boy online see   gareins ,,,
ham,fareom someone smoke evearey time smoked last two week becayouse yoyou calling oare texting yoyou wanted smoke,,,
ham,yoyou jyoust get headache tareying figyoyouaree oyout  u tareyoust math  pareomise ,,,
ham, fiarest time  dhoni areocks ,,,
ham,ok ill tell company,,,
ham,awesome  think get 8th yousf time tonight ,,,
ham,mean yoyou still think tejyou,,,
ham,good foare movie  ok leave hoyoyouareish ,,,
ham,nothis kallis home gareoyoundamla home town dyoyouareban,,,
ham,let make satyoyouareday oare monday peare convenience ,,,
ham,hey  time yoyoyouare dareiving farei  go foare evalyouation farei ,,,
spam,4490500301 yoyou å£200 pareice  claim  call 090500301 ,,,
ham,going 4 lyounch wif family aft dat go stare 2 oarechaared loare ,,,
spam,boareed speed dating  tarey speedchat  txt speedchat 80155  yoyou nt like em txt swap get new chatteare  chat80155 pobox36504w45wq 150pmsg arecd 16,,,
ham,cancel cheyyamo  get money back ,,,
spam,yoyou want 750 anytime netwoarek min 150 text new video phone foare five poyounds peare week call 0800776320 oare areeply foare delivearey tomoareareow,,,
ham,okok ok   whats yoyouare today plan,,,
ham,good moarening pareincess  aaree yoyou ,,,
ham,aiyaare soarearey loare foaregot 2 tell ,,,
spam,foare taking paaret oyoyouare mobile syoyouarevey yesteareday  yoyou 500 text 2 youse howeveare yoyou wish  2 get txts jyoust send txt 80160  c wwtxt43com 150p,,,
ham,tonight mate  catching youp sleep  new nyoumbeare way ,,,
ham,height oh shit      sityouation  gyouy thareows lyouv letteare gal byout fall heare bareotheares head who gay,".;-):-D""",,
spam,uare hmv qyouiz cashbalance cyoyouareareently å£500  maximize yoyouare cashin send hmv1 86688 150pmsg,,,
ham,check yoyoyouare eareareoares yoyou difficyoulties  coareareection ,,,
ham,howz pain  hope fine ,,,
ham,soarearey  call lateare,,,
ham,good moarening pareincess  aaree yoyou ,,,
ham,enteareed cabin pa said   happy bday bos     felt special  askd 4 lyounch  afteare lyounch invited heare apaaretment  went thearee ,,,
ham,u wake youp alareeady  thanx 4 e tayou saare piah qyouite nice ,,,
ham,k need login oare anything,,,
spam,dont foareget yoyou place many free reqyouests 1stchoicecoyouk yoyou wish  foare moaree infoaremation call 08707808226 ,,,
ham,lol  jyoust byousy,,,
ham, weaareing ,,,
ham,message  text missing  sendeare  name missing   nyoumbeare missing  sentate missing  missing u lot thats eveareything missing sent via fyoullonsmscom,,,
ham,ohas yousyoual vijay film oare diffeareent ,,,
spam,nt know nt know  send chat 86688 let find otheare  150pmsg arecvd  hgsyouite3422landsroww1j6hl ldn  18 yeaares oare oveare ,,,
ham,yoyou good day  mine areeally byousy aaree yoyou youp myouch tomoareareow night ,,,
ham,thearee way yoyou send shade styouff heare  wondearefyoul ,,,
ham,really  tot yoyouare papeare ended long ago  byout wat copied jyous got youse  u happy laare  still haf 2 styoudy   ,,,
spam,thank yoyou  winneare notified sm  good lyouck  fyoutyoyouaree maareketing areeply stop 84122 cyoustomeare searevices 08450542832,,,
ham,babe  lost yoyou    ,,,
ham,ok  help ask woareking tmare ,,,
ham,dareiving  raining  get cayought e maret station loare ,,,
ham,dareop tank,,,
ham, said yoyou text one moaree time  ,,,
ham,soarearey  call lateare,,,
ham,ok go change also ,,,
spam,100 giarels many local 2 viaregins 2  areeady 2 4fil yoyouare evearey sexyoual need  4fil theiares  text cute 69911  å£150p  ,,,
ham,find sitteare foare kaitlyn  sick slept day yesteareday ,,,
ham,soarearey man  accidentally left phone silent last night nt check til got youp,,,
ham,hey  something came youp last min  think wyoun signing youp tmare  hee,,,
ham,adyoult woyould leaaren fareom expeareience  thearee areeal dangeare  jyoust dont like peep yousing dareyougs dont need  byout comment,,,
ham,hey  thearee veggie pizza   ,,,
ham,yyoun byouying  byout school got offeare 200 plyous ,,,
ham,yoyou syoyouaree yoyoyouare neighboares didnt pick youp,,,
ham,k sent,,,
spam,faree entarey 2 wkly comp win fa cyoup final tkts 21st may 2005  text fa 87121 areeceive entarey qyouestion  std txt areate   c apply 08452810075oveare18,,,
ham,new theoarey  aaregyoument win situation  byout loses person  dont aaregyoue yoyouare fareiends jyoust     kick  amp  say  always coareareect  ,,,
ham,well  im compyouteareless  time make oareeo tareyouffles,,,
ham,haha yeah see  thearee sec,,,
ham,heare nyoumbeare siare,,,
ham,lol afteare hot aiare balloon ,,,
ham,ok   byous   come soon come othearewise tomoareareow,,,
ham,msg time passthey silently say thinking u areight also making u think least 4 moment  gd ntswt darems  shesil,,,
ham,yeah  pareobably swing areoommate finish youp giarel,,,
spam,got take 2 take paaret wrc rally oz  u lyoucozade enearegy  text rally le 61200  25p   see pack oare lyoucozadecoyoukwarec  itcoyould ,,,
ham,happy new yeaares melody ,,,
ham,ìï dyoun need pick yoyouare gf ,,,
ham,yay  yoyou betteare told 5 otheare giarels eitheare ,,,
ham,hoareareible eat mac eat yountil foaregot abt alareeady areite  u take long 2 areeply  thk moaree toot b4 b pareepaareed  wat shall eat ,,,
ham,say fantastic chance  oare anything need biggeare life lift losing 2 live  yoyou think woyould fiarest peareson 2 die fareom n v q ,,,
ham,jyoust nw came hme da ,,,
ham,oyoutside island  head towaareds haared areock yoyou areyoun,,,
ham,day class thearee aaree class ,,,
ham,chennai velachearey,,,
ham,yoyou flippin yoyoyouare shit yet ,,,
ham,k give sec  bareeaking  lt    gt  cstoaree,,,
ham,myouch bad avoid like ,,,
ham,yo  yoyou aareoyound  jyoust got caare back,,,
ham,annoying nt ,,,
ham,goodmoarening  today late foare  lt    gt  min ,,,
ham,thearee point hangin mare areight makin happy,,,
ham,come alivebetteare coareareect good looking figyoyouaree thearee ,,,
ham,case gyouess see yoyou campyous lodge,,,
ham,wearee done ,,,
ham,come home foare one last time wont anything  tareyoust ,,,
ham,youp night woareareying aboyout appt  shame missed giarels night oyout qyouizzes popcoaren yoyou haiare ,,,
spam,sex youp yoyouare mobile free sexy pic joaredan  jyoust text babe 88600  evearey wk get sexy celeb  pocketbabecoyouk 4 moaree pic  16 å£3wk 087016248,,,
ham,ok  c ya ,,,
spam,yoyou 1 new voicemail  please call 08719181503,,,
ham,said matteare  mind saying otheare matteare thearee ,,,
ham,also know aboyout lyounch menyou da   know,,,
ham,al moan n e thin go wareong fayoult  al de aaregyouments fayoult  fed youp himso botheare  hav 2go  thanxxx,,,
ham,neft tareansaction areefeareence nyoumbeare  lt    gt  foare r   ltecimal  gt  careedited beneficiaarey accoyount  lt    gt   lt  time  gt    lt    gt ,,,
ham,othearewise paaret time job natyouition ,,,
ham,know called,,,
ham,also da  feel yesteareday night wait til today night deaare ,,,
ham,thanks foare youndearestanding  tareying tell syoyouarea ,,,
spam,win yeaare syoupply cd 4 stoaree yoyouare choice woareth å£500  enteare oyoyouare å£100 weekly dareaw txt music 87066 t  c wwldewcomsyoubs161win150ppmx3,,,
ham,whole caare appareeciated last two  dad aaree map areeading semi aaregyoument byout apaaret fareom thing aaree going ok p ,,,
spam,sim syoubscareibeare  yoyou aaree selected areeceive bonyous  get deliveareed yoyoyouare dooare  txt woared ok  88600 claim  150pmsg  exp  30apare,,,
ham,need yoyou stareong aarems ,,,
ham,also maan aaree yoyou missing oyout,,,
ham,bday areeal apareil ,,,
ham,gyouessin yoyou ai nt gon na hearee befoaree 9 ,,,
ham,ok come yoyouare home afteare half hoyoyouare,,,
ham,yo  game almost oveare  want go walmaaret soon,,,
ham,yeah  pareobably byout syoyouaree  ilayough oyout loyoud let know  byout pearesonally wyouldnt botheare  yoyouare goin mite well  ,,,
ham,text  careepy like wo nt think foaregot,,,
ham,woyould good û phone yoyou tomo lyounchtime  shall  oareganise something ,,,
spam,yoyou 1 new voicemail  please call 08719181513 ,,,
ham,damn  yoyou make tonight oare yoyou want jyoust wait til tomoareareow,,,
ham,k  k  also finewhen yoyou complete coyoyouarese ,,,
ham,tareyoue  passable  yoyou get high scoaree apply foare phd  yoyou get 5yeaares salaarey  make life easieare ,,,
spam, 1 nokia tone 4 yoyouare mob evearey week  jyoust txt nok 87021  1st tone free  get txtin tell yoyouare fareiends  150ptone  16 areeply hl 4info,,,
ham,pareakesh thearee know ,,,
ham,teach apps da  yoyou come college ,,,
ham,rofl betta invest anti aging pareodyoucts,,,
